All Inconsistent Naming Entries
================================================================================

Total: 1331
Categories: affixation=1007, evolution=240, policy=526, unknown=0

libspatialite | categories: policy
libsqlite3-dev | categories: affixation,evolution,policy
libsrtp0-dev | categories: affixation,evolution,policy
libssh-dev | categories: affixation
libssh2 | categories: evolution
libssh2-dev | categories: affixation,evolution
libssl-dev | categories: affixation,policy
libstdc++5 | categories: evolution
libstdc++6 | categories: evolution,policy
libsvm-dev | categories: affixation
libsvm3 | categories: evolution
libsvn-dev | categories: affixation,policy
libswscale-dev | categories: policy
libsystemd-dev | categories: affixation
libtaskflow-cpp-dev | categories: affixation
libtclap-dev | categories: affixation
libtesseract | categories: affixation
libtheora | categories: affixation
libtiff-dev | categories: affixation
libtiff4-dev | categories: affixation,evolution,policy
libtins-dev | categories: affixation
libudev-dev | categories: affixation,policy
libunittest++ | categories: affixation,policy
libunwind | categories: evolution
libunwind-dev | categories: affixation
liburdfdom-dev | categories: affixation
liburdfdom-headers-dev | categories: affixation
liburdfdom-tools | categories: affixation
libusb | categories: affixation,evolution,policy
libusb-1.0 | categories: evolution,policy
libusb-1.0-dev | categories: evolution,policy
libusb-dev | categories: affixation,evolution
libuv1-dev | categories: affixation,evolution
libuvc-dev | categories: affixation
libv4l-dev | categories: affixation
libvlc-dev | categories: affixation
libvlccore-dev | categories: policy
libvorbis-dev | categories: affixation
libvpx-dev | categories: affixation
libvtk | categories: affixation,evolution,policy
libvtk-java | categories: affixation,evolution,policy
libvtk-qt | categories: evolution,policy
libwebp-dev | categories: affixation
libwebp-tools | categories: affixation
libwebsocketpp-dev | categories: affixation
libwebsockets-dev | categories: affixation
libx11 | categories: affixation,evolution
libx11-dev | categories: affixation
libx11-xcb-dev | categories: affixation,policy
libx264-dev | categories: affixation
libxaw | categories: affixation,evolution,policy
libxcb-randr0-dev | categories: affixation,policy
libxcursor-dev | categories: affixation
libxext | categories: affixation,policy
libxft-dev | categories: affixation
libxi-dev | categories: affixation
libxinerama-dev | categories: affixation
libxkbcommon-dev | categories: affixation
libxml2 | categories: affixation
libxml2-utils | categories: affixation
libxmlrpc-c++ | categories: affixation,policy
libxmu-dev | categories: affixation
