entry_name,platform1,platform2,jaccard_similarity,file_count1,file_count2,intersection,union
libboost-timer-dev,fedora_42,ubuntu_focal,0.0,16077,2,0,16079
libboost-timer-dev,fedora_42,ubuntu_jammy,0.0,16077,2,0,16079
libboost-timer-dev,fedora_42,ubuntu_noble,0.0,16077,2,0,16079
libboost-timer-dev,fedora_43,ubuntu_focal,0.0,16077,2,0,16079
libboost-timer-dev,fedora_43,ubuntu_jammy,0.0,16077,2,0,16079
libboost-timer-dev,fedora_43,ubuntu_noble,0.0,16077,2,0,16079
libboost-timer-dev,opensuse_15.2,ubuntu_focal,0.0,1,2,0,3
libboost-timer-dev,opensuse_15.2,ubuntu_jammy,0.0,1,2,0,3
libboost-timer-dev,opensuse_15.2,ubuntu_noble,0.0,1,2,0,3
libboost-timer-dev,rhel_8,ubuntu_focal,0.0,13011,2,0,13013
libboost-timer-dev,rhel_8,ubuntu_jammy,0.0,13011,2,0,13013
libboost-timer-dev,rhel_8,ubuntu_noble,0.0,13011,2,0,13013
libboost-timer-dev,rhel_9,ubuntu_focal,0.0,15105,2,0,15107
libboost-timer-dev,rhel_9,ubuntu_jammy,0.0,15105,2,0,15107
libboost-timer-dev,rhel_9,ubuntu_noble,0.0,15105,2,0,15107
libbsd-dev,alpine_edge,debian_bookworm,0.0,2,274,0,276
libbsd-dev,alpine_edge,fedora_42,0.0,2,272,0,274
libbsd-dev,alpine_edge,fedora_43,0.0,2,272,0,274
libbsd-dev,alpine_edge,ubuntu_focal,0.0,2,254,0,256
libbsd-dev,alpine_edge,ubuntu_jammy,0.0,2,273,0,275
libbsd-dev,alpine_edge,ubuntu_noble,0.0,2,273,0,275
libc++-dev,alpine_edge,debian_bookworm,0.0,1681,3,0,1684
libc++-dev,alpine_edge,opensuse_15.2,0.0,1681,4,0,1685
libc++-dev,alpine_edge,ubuntu_focal,0.0,1681,3,0,1684
libc++-dev,alpine_edge,ubuntu_jammy,0.0,1681,3,0,1684
libc++-dev,alpine_edge,ubuntu_noble,0.0,1681,3,0,1684
libc++-dev,arch,debian_bookworm,0.0,1819,3,0,1822
libc++-dev,arch,opensuse_15.2,0.0,1819,4,0,1823
libc++-dev,arch,ubuntu_focal,0.0,1819,3,0,1822
libc++-dev,arch,ubuntu_jammy,0.0,1819,3,0,1822
libc++-dev,arch,ubuntu_noble,0.0,1819,3,0,1822
libc++-dev,debian_bookworm,fedora_42,0.0,3,2219,0,2222
libc++-dev,debian_bookworm,fedora_43,0.0,3,1815,0,1818
libc++-dev,debian_bookworm,opensuse_15.2,0.0,3,4,0,7
libc++-dev,fedora_42,opensuse_15.2,0.0,2219,4,0,2223
libc++-dev,fedora_42,ubuntu_focal,0.0,2219,3,0,2222
libc++-dev,fedora_42,ubuntu_jammy,0.0,2219,3,0,2222
libc++-dev,fedora_42,ubuntu_noble,0.0,2219,3,0,2222
libc++-dev,fedora_43,opensuse_15.2,0.0,1815,4,0,1819
libc++-dev,fedora_43,ubuntu_focal,0.0,1815,3,0,1818
libc++-dev,fedora_43,ubuntu_jammy,0.0,1815,3,0,1818
libc++-dev,fedora_43,ubuntu_noble,0.0,1815,3,0,1818
libc++-dev,opensuse_15.2,ubuntu_focal,0.0,4,3,0,7
libc++-dev,opensuse_15.2,ubuntu_jammy,0.0,4,3,0,7
libc++-dev,opensuse_15.2,ubuntu_noble,0.0,4,3,0,7
libcap-ng0,arch,debian_bookworm,0.0,39,8,0,47
libcap-ng0,arch,ubuntu_focal,0.0,39,4,0,43
libcap-ng0,arch,ubuntu_jammy,0.0,39,4,0,43
libcap-ng0,arch,ubuntu_noble,0.0,39,6,0,45
libcap2,arch,debian_bookworm,0.0,101,8,0,109
libcap2,arch,ubuntu_focal,0.0,101,4,0,105
libcap2,arch,ubuntu_jammy,0.0,101,4,0,105
libcap2,arch,ubuntu_noble,0.0,101,6,0,107
libccd-dev,debian_bookworm,fedora_42,0.0,15,8,0,23
libccd-dev,debian_bookworm,fedora_43,0.0,15,8,0,23
libccd-dev,fedora_42,rhel_8,0.0,8,12,0,20
libccd-dev,fedora_42,rhel_9,0.0,8,12,0,20
libccd-dev,fedora_42,ubuntu_focal,0.0,8,10,0,18
libccd-dev,fedora_42,ubuntu_jammy,0.0,8,14,0,22
libccd-dev,fedora_42,ubuntu_noble,0.0,8,14,0,22
libccd-dev,fedora_43,rhel_8,0.0,8,12,0,20
libccd-dev,fedora_43,rhel_9,0.0,8,12,0,20
libccd-dev,fedora_43,ubuntu_focal,0.0,8,10,0,18
libccd-dev,fedora_43,ubuntu_jammy,0.0,8,14,0,22
libccd-dev,fedora_43,ubuntu_noble,0.0,8,14,0,22
libcdd-dev,arch,ubuntu_focal,0.0,130,12,0,142
libcdd-dev,debian_bookworm,fedora_42,0.0,15,15,0,30
libcdd-dev,debian_bookworm,fedora_43,0.0,15,15,0,30
libcdd-dev,fedora_42,ubuntu_focal,0.0,15,12,0,27
libcdd-dev,fedora_42,ubuntu_jammy,0.0,15,14,0,29
libcdd-dev,fedora_42,ubuntu_noble,0.0,15,14,0,29
libcdd-dev,fedora_43,ubuntu_focal,0.0,15,12,0,27
libcdd-dev,fedora_43,ubuntu_jammy,0.0,15,14,0,29
libcdd-dev,fedora_43,ubuntu_noble,0.0,15,14,0,29
libclang-dev,arch,debian_bookworm,0.0,2524,2,0,2526
libclang-dev,arch,ubuntu_focal,0.0,2524,3,0,2527
libclang-dev,arch,ubuntu_jammy,0.0,2524,3,0,2527
libclang-dev,arch,ubuntu_noble,0.0,2524,2,0,2526
libclang-dev,debian_bookworm,fedora_42,0.0,2,2553,0,2555
libclang-dev,debian_bookworm,fedora_43,0.0,2,2736,0,2738
libclang-dev,debian_bookworm,rhel_8,0.0,2,2580,0,2582
libclang-dev,debian_bookworm,rhel_9,0.0,2,2553,0,2555
libclang-dev,fedora_42,ubuntu_focal,0.0,2553,3,0,2556
libclang-dev,fedora_42,ubuntu_jammy,0.0,2553,3,0,2556
libclang-dev,fedora_42,ubuntu_noble,0.0,2553,2,0,2555
libclang-dev,fedora_43,ubuntu_focal,0.0,2736,3,0,2739
libclang-dev,fedora_43,ubuntu_jammy,0.0,2736,3,0,2739
libclang-dev,fedora_43,ubuntu_noble,0.0,2736,2,0,2738
libclang-dev,rhel_8,ubuntu_focal,0.0,2580,3,0,2583
libclang-dev,rhel_8,ubuntu_jammy,0.0,2580,3,0,2583
libclang-dev,rhel_8,ubuntu_noble,0.0,2580,2,0,2582
libclang-dev,rhel_9,ubuntu_focal,0.0,2553,3,0,2556
libclang-dev,rhel_9,ubuntu_jammy,0.0,2553,3,0,2556
libclang-dev,rhel_9,ubuntu_noble,0.0,2553,2,0,2555
libcoin80-dev,debian_bookworm,fedora_42,0.0,884,3757,0,4641
libcoin80-dev,debian_bookworm,fedora_43,0.0,884,3736,0,4620
libcoin80-dev,fedora_42,ubuntu_focal,0.0,3757,883,0,4640
libcoin80-dev,fedora_42,ubuntu_jammy,0.0,3757,883,0,4640
libcoin80-dev,fedora_42,ubuntu_noble,0.0,3757,883,0,4640
libcoin80-dev,fedora_43,ubuntu_focal,0.0,3736,883,0,4619
libcoin80-dev,fedora_43,ubuntu_jammy,0.0,3736,883,0,4619
libcoin80-dev,fedora_43,ubuntu_noble,0.0,3736,883,0,4619
libedit,arch,debian_bookworm,0.0,51,9,0,60
libedit,arch,ubuntu_focal,0.0,51,8,0,59
libedit,arch,ubuntu_jammy,0.0,51,8,0,59
libedit,arch,ubuntu_noble,0.0,51,8,0,59
libedit,debian_bookworm,fedora_42,0.0,9,10,0,19
libedit,debian_bookworm,fedora_43,0.0,9,10,0,19
libedit,debian_bookworm,rhel_8,0.0,9,10,0,19
libedit,debian_bookworm,rhel_9,0.0,9,10,0,19
libedit,fedora_42,ubuntu_focal,0.0,10,8,0,18
libedit,fedora_42,ubuntu_jammy,0.0,10,8,0,18
libedit,fedora_42,ubuntu_noble,0.0,10,8,0,18
libedit,fedora_43,ubuntu_focal,0.0,10,8,0,18
libedit,fedora_43,ubuntu_jammy,0.0,10,8,0,18
libedit,fedora_43,ubuntu_noble,0.0,10,8,0,18
libedit,rhel_8,ubuntu_focal,0.0,10,8,0,18
libedit,rhel_8,ubuntu_jammy,0.0,10,8,0,18
libedit,rhel_8,ubuntu_noble,0.0,10,8,0,18
libedit,rhel_9,ubuntu_focal,0.0,10,8,0,18
libedit,rhel_9,ubuntu_jammy,0.0,10,8,0,18
libedit,rhel_9,ubuntu_noble,0.0,10,8,0,18
libespeak-ng1,arch,debian_bookworm,0.0,380,5,0,385
libespeak-ng1,arch,opensuse_15.2,0.0,380,341,0,721
libespeak-ng1,arch,ubuntu_focal,0.0,380,4,0,384
libespeak-ng1,arch,ubuntu_jammy,0.0,380,4,0,384
libespeak-ng1,arch,ubuntu_noble,0.0,380,4,0,384
libespeak-ng1,debian_bookworm,fedora_42,0.0,5,508,0,513
libespeak-ng1,debian_bookworm,fedora_43,0.0,5,508,0,513
libespeak-ng1,debian_bookworm,opensuse_15.2,0.0,5,341,0,346
libespeak-ng1,debian_bookworm,rhel_8,0.0,5,357,0,362
libespeak-ng1,debian_bookworm,rhel_9,0.0,5,446,0,451
libespeak-ng1,fedora_42,ubuntu_focal,0.0,508,4,0,512
libespeak-ng1,fedora_42,ubuntu_jammy,0.0,508,4,0,512
libespeak-ng1,fedora_42,ubuntu_noble,0.0,508,4,0,512
libespeak-ng1,fedora_43,ubuntu_focal,0.0,508,4,0,512
libespeak-ng1,fedora_43,ubuntu_jammy,0.0,508,4,0,512
libespeak-ng1,fedora_43,ubuntu_noble,0.0,508,4,0,512
libespeak-ng1,opensuse_15.2,ubuntu_focal,0.0,341,4,0,345
libespeak-ng1,opensuse_15.2,ubuntu_jammy,0.0,341,4,0,345
libespeak-ng1,opensuse_15.2,ubuntu_noble,0.0,341,4,0,345
libespeak-ng1,rhel_8,ubuntu_focal,0.0,357,4,0,361
libespeak-ng1,rhel_8,ubuntu_jammy,0.0,357,4,0,361
libespeak-ng1,rhel_8,ubuntu_noble,0.0,357,4,0,361
libespeak-ng1,rhel_9,ubuntu_focal,0.0,446,4,0,450
libespeak-ng1,rhel_9,ubuntu_jammy,0.0,446,4,0,450
libespeak-ng1,rhel_9,ubuntu_noble,0.0,446,4,0,450
libexif,alpine_edge,debian_bookworm,0.0,2,31,0,33
libexif,alpine_edge,ubuntu_focal,0.0,2,6,0,8
libexif,alpine_edge,ubuntu_jammy,0.0,2,4,0,6
libexif,alpine_edge,ubuntu_noble,0.0,2,4,0,6
libexif,arch,ubuntu_focal,0.0,53,6,0,59
libexif,arch,ubuntu_jammy,0.0,53,4,0,57
libexif,arch,ubuntu_noble,0.0,53,4,0,57
libexif,fedora_42,ubuntu_focal,0.0,37,6,0,43
libexif,fedora_42,ubuntu_jammy,0.0,37,4,0,41
libexif,fedora_42,ubuntu_noble,0.0,37,4,0,41
libexif,fedora_43,ubuntu_focal,0.0,37,6,0,43
libexif,fedora_43,ubuntu_jammy,0.0,37,4,0,41
libexif,fedora_43,ubuntu_noble,0.0,37,4,0,41
libexif,rhel_8,ubuntu_focal,0.0,35,6,0,41
libexif,rhel_8,ubuntu_jammy,0.0,35,4,0,39
libexif,rhel_8,ubuntu_noble,0.0,35,4,0,39
libexif,rhel_9,ubuntu_focal,0.0,35,6,0,41
libexif,rhel_9,ubuntu_jammy,0.0,35,4,0,39
libexif,rhel_9,ubuntu_noble,0.0,35,4,0,39
libfcl,debian_bookworm,fedora_42,0.0,7,10,0,17
libfcl,debian_bookworm,fedora_43,0.0,7,10,0,17
libfcl,debian_bookworm,rhel_8,0.0,7,7,0,14
libfcl,debian_bookworm,rhel_9,0.0,7,7,0,14
libfcl,debian_bookworm,ubuntu_focal,0.0,7,4,0,11
libfcl,fedora_42,ubuntu_focal,0.0,10,4,0,14
libfcl,fedora_42,ubuntu_jammy,0.0,10,5,0,15
libfcl,fedora_42,ubuntu_noble,0.0,10,5,0,15
libfcl,fedora_43,ubuntu_focal,0.0,10,4,0,14
libfcl,fedora_43,ubuntu_jammy,0.0,10,5,0,15
libfcl,fedora_43,ubuntu_noble,0.0,10,5,0,15
libfcl,rhel_8,ubuntu_focal,0.0,7,4,0,11
libfcl,rhel_8,ubuntu_jammy,0.0,7,5,0,12
libfcl,rhel_8,ubuntu_noble,0.0,7,5,0,12
libfcl,rhel_9,ubuntu_focal,0.0,7,4,0,11
libfcl,rhel_9,ubuntu_jammy,0.0,7,5,0,12
libfcl,rhel_9,ubuntu_noble,0.0,7,5,0,12
libfcl,ubuntu_focal,ubuntu_jammy,0.0,4,5,0,9
libfcl,ubuntu_focal,ubuntu_noble,0.0,4,5,0,9
libflann,arch,debian_bookworm,0.0,83,7,0,90
libflann,arch,ubuntu_focal,0.0,83,6,0,89
libflann,arch,ubuntu_jammy,0.0,83,6,0,89
libflann,arch,ubuntu_noble,0.0,83,6,0,89
libflann,debian_bookworm,fedora_42,0.0,7,13,0,20
libflann,debian_bookworm,fedora_43,0.0,7,13,0,20
libflann,debian_bookworm,rhel_8,0.0,7,7,0,14
libflann,debian_bookworm,rhel_9,0.0,7,7,0,14
libflann,fedora_42,ubuntu_focal,0.0,13,6,0,19
libflann,fedora_42,ubuntu_jammy,0.0,13,6,0,19
libflann,fedora_42,ubuntu_noble,0.0,13,6,0,19
libflann,fedora_43,ubuntu_focal,0.0,13,6,0,19
libflann,fedora_43,ubuntu_jammy,0.0,13,6,0,19
libflann,fedora_43,ubuntu_noble,0.0,13,6,0,19
libflann,rhel_8,ubuntu_focal,0.0,7,6,0,13
libflann,rhel_8,ubuntu_jammy,0.0,7,6,0,13
libflann,rhel_8,ubuntu_noble,0.0,7,6,0,13
libflann,rhel_9,ubuntu_focal,0.0,7,6,0,13
libflann,rhel_9,ubuntu_jammy,0.0,7,6,0,13
libflann,rhel_9,ubuntu_noble,0.0,7,6,0,13
libfontconfig1-dev,arch,debian_bookworm,0.0,331,3,0,334
libfontconfig1-dev,arch,ubuntu_jammy,0.0,331,2,0,333
libfontconfig1-dev,arch,ubuntu_noble,0.0,331,2,0,333
libfontconfig1-dev,debian_bookworm,fedora_42,0.0,3,231,0,234
libfontconfig1-dev,debian_bookworm,fedora_43,0.0,3,235,0,238
libfontconfig1-dev,fedora_42,ubuntu_jammy,0.0,231,2,0,233
libfontconfig1-dev,fedora_42,ubuntu_noble,0.0,231,2,0,233
libfontconfig1-dev,fedora_43,ubuntu_jammy,0.0,235,2,0,237
libfontconfig1-dev,fedora_43,ubuntu_noble,0.0,235,2,0,237
libfreeimage,alpine_edge,debian_bookworm,0.0,2,5,0,7
libfreeimage,alpine_edge,opensuse_15.2,0.0,2,2,0,4
libfreeimage,alpine_edge,rhel_8,0.0,2,7,0,9
libfreeimage,alpine_edge,rhel_9,0.0,2,7,0,9
libfreeimage,alpine_edge,ubuntu_focal,0.0,2,4,0,6
libfreeimage,alpine_edge,ubuntu_jammy,0.0,2,4,0,6
libfreeimage,alpine_edge,ubuntu_noble,0.0,2,4,0,6
libfreeimage,debian_bookworm,fedora_42,0.0,5,10,0,15
libfreeimage,debian_bookworm,fedora_43,0.0,5,10,0,15
libfreeimage,debian_bookworm,opensuse_15.2,0.0,5,2,0,7
libfreeimage,debian_bookworm,rhel_8,0.0,5,7,0,12
libfreeimage,debian_bookworm,rhel_9,0.0,5,7,0,12
libfreeimage,fedora_42,ubuntu_focal,0.0,10,4,0,14
libfreeimage,fedora_42,ubuntu_jammy,0.0,10,4,0,14
libfreeimage,fedora_42,ubuntu_noble,0.0,10,4,0,14
libfreeimage,fedora_43,ubuntu_focal,0.0,10,4,0,14
libfreeimage,fedora_43,ubuntu_jammy,0.0,10,4,0,14
libfreeimage,fedora_43,ubuntu_noble,0.0,10,4,0,14
libfreeimage,opensuse_15.2,ubuntu_focal,0.0,2,4,0,6
libfreeimage,opensuse_15.2,ubuntu_jammy,0.0,2,4,0,6
libfreeimage,opensuse_15.2,ubuntu_noble,0.0,2,4,0,6
libfreeimage,rhel_8,ubuntu_focal,0.0,7,4,0,11
libfreeimage,rhel_8,ubuntu_jammy,0.0,7,4,0,11
libfreeimage,rhel_8,ubuntu_noble,0.0,7,4,0,11
libfreeimage,rhel_9,ubuntu_focal,0.0,7,4,0,11
libfreeimage,rhel_9,ubuntu_jammy,0.0,7,4,0,11
libfreeimage,rhel_9,ubuntu_noble,0.0,7,4,0,11
libfreenect-dev,debian_bookworm,fedora_42,0.0,13,106,0,119
libfreenect-dev,debian_bookworm,fedora_43,0.0,13,74,0,87
libfreenect-dev,debian_bookworm,rhel_8,0.0,13,83,0,96
libfreenect-dev,debian_bookworm,rhel_9,0.0,13,83,0,96
libfreenect-dev,fedora_42,ubuntu_focal,0.0,106,12,0,118
libfreenect-dev,fedora_42,ubuntu_jammy,0.0,106,12,0,118
libfreenect-dev,fedora_42,ubuntu_noble,0.0,106,12,0,118
libfreenect-dev,fedora_43,ubuntu_focal,0.0,74,12,0,86
libfreenect-dev,fedora_43,ubuntu_jammy,0.0,74,12,0,86
libfreenect-dev,fedora_43,ubuntu_noble,0.0,74,12,0,86
libfreenect-dev,rhel_8,ubuntu_focal,0.0,83,12,0,95
libfreenect-dev,rhel_8,ubuntu_jammy,0.0,83,12,0,95
libfreenect-dev,rhel_8,ubuntu_noble,0.0,83,12,0,95
libfreenect-dev,rhel_9,ubuntu_focal,0.0,83,12,0,95
libfreenect-dev,rhel_9,ubuntu_jammy,0.0,83,12,0,95
libfreenect-dev,rhel_9,ubuntu_noble,0.0,83,12,0,95
libfreetype-dev,alpine_edge,opensuse_15.2,0.0,58,26,0,84
libfreetype-dev,arch,opensuse_15.2,0.0,62,26,0,88
libfreetype-dev,debian_bookworm,opensuse_15.2,0.0,61,26,0,87
libfreetype-dev,fedora_42,opensuse_15.2,0.0,246,26,0,272
libfreetype-dev,fedora_43,opensuse_15.2,0.0,246,26,0,272
libfreetype-dev,opensuse_15.2,rhel_8,0.0,26,162,0,188
libfreetype-dev,opensuse_15.2,rhel_9,0.0,26,224,0,250
libfreetype-dev,opensuse_15.2,ubuntu_focal,0.0,26,55,0,81
libfreetype-dev,opensuse_15.2,ubuntu_jammy,0.0,26,59,0,85
libfreetype-dev,opensuse_15.2,ubuntu_noble,0.0,26,60,0,86
libfreetype6,alpine_edge,debian_bookworm,0.0,2,6,0,8
libfreetype6,alpine_edge,ubuntu_focal,0.0,2,5,0,7
libfreetype6,alpine_edge,ubuntu_jammy,0.0,2,5,0,7
libfreetype6,alpine_edge,ubuntu_noble,0.0,2,5,0,7
libfreetype6,arch,debian_bookworm,0.0,62,6,0,68
libfreetype6,arch,ubuntu_focal,0.0,62,5,0,67
libfreetype6,arch,ubuntu_jammy,0.0,62,5,0,67
libfreetype6,arch,ubuntu_noble,0.0,62,5,0,67
libfreetype6,debian_bookworm,fedora_42,0.0,6,10,0,16
libfreetype6,debian_bookworm,fedora_43,0.0,6,10,0,16
libfreetype6,debian_bookworm,rhel_8,0.0,6,14,0,20
libfreetype6,debian_bookworm,rhel_9,0.0,6,10,0,16
libfreetype6,fedora_42,ubuntu_focal,0.0,10,5,0,15
libfreetype6,fedora_42,ubuntu_jammy,0.0,10,5,0,15
libfreetype6,fedora_42,ubuntu_noble,0.0,10,5,0,15
libfreetype6,fedora_43,ubuntu_focal,0.0,10,5,0,15
libfreetype6,fedora_43,ubuntu_jammy,0.0,10,5,0,15
libfreetype6,fedora_43,ubuntu_noble,0.0,10,5,0,15
libfreetype6,rhel_8,ubuntu_focal,0.0,14,5,0,19
libfreetype6,rhel_8,ubuntu_jammy,0.0,14,5,0,19
libfreetype6,rhel_8,ubuntu_noble,0.0,14,5,0,19
libfreetype6,rhel_9,ubuntu_focal,0.0,10,5,0,15
libfreetype6,rhel_9,ubuntu_jammy,0.0,10,5,0,15
libfreetype6,rhel_9,ubuntu_noble,0.0,10,5,0,15
libftdi-dev,arch,debian_bookworm,0.0,39,110,0,149
libftdi-dev,arch,ubuntu_focal,0.0,39,109,0,148
libftdi-dev,arch,ubuntu_jammy,0.0,39,109,0,148
libftdi-dev,arch,ubuntu_noble,0.0,39,123,0,162
libftdi-dev,debian_bookworm,fedora_42,0.0,110,20,0,130
libftdi-dev,debian_bookworm,fedora_43,0.0,110,20,0,130
libftdi-dev,debian_bookworm,opensuse_15.2,0.0,110,32,0,142
libftdi-dev,debian_bookworm,rhel_8,0.0,110,10,0,120
libftdi-dev,debian_bookworm,rhel_9,0.0,110,14,0,124
libftdi-dev,fedora_42,ubuntu_focal,0.0,20,109,0,129
libftdi-dev,fedora_42,ubuntu_jammy,0.0,20,109,0,129
libftdi-dev,fedora_42,ubuntu_noble,0.0,20,123,0,143
libftdi-dev,fedora_43,ubuntu_focal,0.0,20,109,0,129
libftdi-dev,fedora_43,ubuntu_jammy,0.0,20,109,0,129
libftdi-dev,fedora_43,ubuntu_noble,0.0,20,123,0,143
libftdi-dev,opensuse_15.2,ubuntu_focal,0.0,32,109,0,141
libftdi-dev,opensuse_15.2,ubuntu_jammy,0.0,32,109,0,141
libftdi-dev,opensuse_15.2,ubuntu_noble,0.0,32,123,0,155
libftdi-dev,rhel_8,ubuntu_focal,0.0,10,109,0,119
libftdi-dev,rhel_8,ubuntu_jammy,0.0,10,109,0,119
libftdi-dev,rhel_8,ubuntu_noble,0.0,10,123,0,133
libftdi-dev,rhel_9,ubuntu_focal,0.0,14,109,0,123
libftdi-dev,rhel_9,ubuntu_jammy,0.0,14,109,0,123
libftdi-dev,rhel_9,ubuntu_noble,0.0,14,123,0,137
libgeotiff-dev,arch,debian_bookworm,0.0,34,33,0,67
libgeotiff-dev,arch,ubuntu_focal,0.0,34,30,0,64
libgeotiff-dev,arch,ubuntu_jammy,0.0,34,31,0,65
libgeotiff-dev,arch,ubuntu_noble,0.0,34,31,0,65
libgeotiff-dev,debian_bookworm,fedora_42,0.0,33,23,0,56
libgeotiff-dev,debian_bookworm,fedora_43,0.0,33,23,0,56
libgeotiff-dev,fedora_42,ubuntu_focal,0.0,23,30,0,53
libgeotiff-dev,fedora_42,ubuntu_jammy,0.0,23,31,0,54
libgeotiff-dev,fedora_42,ubuntu_noble,0.0,23,31,0,54
libgeotiff-dev,fedora_43,ubuntu_focal,0.0,23,30,0,53
libgeotiff-dev,fedora_43,ubuntu_jammy,0.0,23,31,0,54
libgeotiff-dev,fedora_43,ubuntu_noble,0.0,23,31,0,54
libgirepository-dev,arch,ubuntu_noble,0.0,195,4,0,199
libgirepository-dev,fedora_42,ubuntu_noble,0.0,309,4,0,313
libgirepository-dev,fedora_43,ubuntu_noble,0.0,309,4,0,313
libgmock-dev,alpine_edge,debian_bookworm,0.0,2,24,0,26
libgmock-dev,alpine_edge,fedora_42,0.0,2,50,0,52
libgmock-dev,alpine_edge,fedora_43,0.0,2,50,0,52
libgmock-dev,alpine_edge,rhel_8,0.0,2,53,0,55
libgmock-dev,alpine_edge,rhel_9,0.0,2,46,0,48
libgmock-dev,alpine_edge,ubuntu_focal,0.0,2,30,0,32
libgmock-dev,alpine_edge,ubuntu_jammy,0.0,2,24,0,26
libgmock-dev,alpine_edge,ubuntu_noble,0.0,2,24,0,26
libgomp1,arch,debian_bookworm,0.0,53,3,0,56
libgomp1,arch,ubuntu_focal,0.0,53,3,0,56
libgomp1,arch,ubuntu_jammy,0.0,53,3,0,56
libgomp1,arch,ubuntu_noble,0.0,53,3,0,56
libgstreamer-plugins-bad1.0-dev,arch,debian_bookworm,0.0,65,211,0,276
libgstreamer-plugins-bad1.0-dev,arch,fedora_42,0.0,65,273,0,338
libgstreamer-plugins-bad1.0-dev,arch,fedora_43,0.0,65,273,0,338
libgstreamer-plugins-bad1.0-dev,arch,ubuntu_focal,0.0,65,85,0,150
libgstreamer-plugins-bad1.0-dev,arch,ubuntu_jammy,0.0,65,113,0,178
libgstreamer-plugins-bad1.0-dev,arch,ubuntu_noble,0.0,65,229,0,294
libgstreamer-plugins-base1.0-dev,arch,debian_bookworm,0.0,7,239,0,246
libgstreamer-plugins-base1.0-dev,arch,fedora_42,0.0,7,275,0,282
libgstreamer-plugins-base1.0-dev,arch,fedora_43,0.0,7,275,0,282
libgstreamer-plugins-base1.0-dev,arch,opensuse_15.2,0.0,7,220,0,227
libgstreamer-plugins-base1.0-dev,arch,rhel_8,0.0,7,246,0,253
libgstreamer-plugins-base1.0-dev,arch,rhel_9,0.0,7,267,0,274
libgstreamer-plugins-base1.0-dev,arch,ubuntu_focal,0.0,7,225,0,232
libgstreamer-plugins-base1.0-dev,arch,ubuntu_jammy,0.0,7,237,0,244
libgstreamer-plugins-base1.0-dev,arch,ubuntu_noble,0.0,7,245,0,252
libgstrtspserver-1.0-0,arch,debian_bookworm,0.0,32,5,0,37
libgstrtspserver-1.0-0,arch,ubuntu_focal,0.0,32,4,0,36
libgstrtspserver-1.0-0,arch,ubuntu_jammy,0.0,32,4,0,36
libgstrtspserver-1.0-0,arch,ubuntu_noble,0.0,32,4,0,36
libgstrtspserver-1.0-0,debian_bookworm,fedora_42,0.0,5,14,0,19
libgstrtspserver-1.0-0,debian_bookworm,fedora_43,0.0,5,14,0,19
libgstrtspserver-1.0-0,fedora_42,ubuntu_focal,0.0,14,4,0,18
libgstrtspserver-1.0-0,fedora_42,ubuntu_jammy,0.0,14,4,0,18
libgstrtspserver-1.0-0,fedora_42,ubuntu_noble,0.0,14,4,0,18
libgstrtspserver-1.0-0,fedora_43,ubuntu_focal,0.0,14,4,0,18
libgstrtspserver-1.0-0,fedora_43,ubuntu_jammy,0.0,14,4,0,18
libgstrtspserver-1.0-0,fedora_43,ubuntu_noble,0.0,14,4,0,18
libgts,debian_bookworm,fedora_42,0.0,11,49,0,60
libgts,debian_bookworm,fedora_43,0.0,11,49,0,60
libgts,fedora_42,ubuntu_focal,0.0,49,8,0,57
libgts,fedora_42,ubuntu_jammy,0.0,49,9,0,58
libgts,fedora_42,ubuntu_noble,0.0,49,9,0,58
libgts,fedora_43,ubuntu_focal,0.0,49,8,0,57
libgts,fedora_43,ubuntu_jammy,0.0,49,9,0,58
libgts,fedora_43,ubuntu_noble,0.0,49,9,0,58
libhdf5-dev,arch,debian_bookworm,0.0,233,145,0,378
libhdf5-dev,arch,ubuntu_focal,0.0,233,147,0,380
libhdf5-dev,arch,ubuntu_jammy,0.0,233,144,0,377
libhdf5-dev,arch,ubuntu_noble,0.0,233,144,0,377
libhdf5-dev,debian_bookworm,fedora_42,0.0,145,193,0,338
libhdf5-dev,debian_bookworm,fedora_43,0.0,145,193,0,338
libhdf5-dev,debian_bookworm,rhel_8,0.0,145,231,0,376
libhdf5-dev,debian_bookworm,rhel_9,0.0,145,246,0,391
libhdf5-dev,fedora_42,ubuntu_focal,0.0,193,147,0,340
libhdf5-dev,fedora_42,ubuntu_jammy,0.0,193,144,0,337
libhdf5-dev,fedora_42,ubuntu_noble,0.0,193,144,0,337
libhdf5-dev,fedora_43,ubuntu_focal,0.0,193,147,0,340
libhdf5-dev,fedora_43,ubuntu_jammy,0.0,193,144,0,337
libhdf5-dev,fedora_43,ubuntu_noble,0.0,193,144,0,337
libhdf5-dev,rhel_8,ubuntu_focal,0.0,231,147,0,378
libhdf5-dev,rhel_8,ubuntu_jammy,0.0,231,144,0,375
libhdf5-dev,rhel_8,ubuntu_noble,0.0,231,144,0,375
libhdf5-dev,rhel_9,ubuntu_focal,0.0,246,147,0,393
libhdf5-dev,rhel_9,ubuntu_jammy,0.0,246,144,0,390
libhdf5-dev,rhel_9,ubuntu_noble,0.0,246,144,0,390
libi2c-dev,arch,debian_bookworm,0.0,1028,8,0,1036
libi2c-dev,arch,fedora_42,0.0,1028,4,0,1032
libi2c-dev,arch,fedora_43,0.0,1028,4,0,1032
libi2c-dev,arch,ubuntu_focal,0.0,1028,6,0,1034
