entry_name,platform1,platform2,jaccard_similarity,file_count1,file_count2,intersection,union
ifstat,fedora_42,opensuse_15.2,0.0,7,178,0,185
ifstat,fedora_43,opensuse_15.2,0.0,7,178,0,185
ifstat,opensuse_15.2,ubuntu_focal,0.0,178,7,0,185
ifstat,opensuse_15.2,ubuntu_jammy,0.0,178,7,0,185
ifstat,opensuse_15.2,ubuntu_noble,0.0,178,7,0,185
imagemagick,arch,debian_bookworm,0.0,820,5,0,825
imagemagick,arch,ubuntu_focal,0.0,820,4,0,824
imagemagick,arch,ubuntu_jammy,0.0,820,4,0,824
imagemagick,arch,ubuntu_noble,0.0,820,3,0,823
imagemagick,debian_bookworm,fedora_42,0.0,5,32,0,37
imagemagick,debian_bookworm,fedora_43,0.0,5,32,0,37
imagemagick,fedora_42,ubuntu_focal,0.0,32,4,0,36
imagemagick,fedora_42,ubuntu_jammy,0.0,32,4,0,36
imagemagick,fedora_42,ubuntu_noble,0.0,32,3,0,35
imagemagick,fedora_43,ubuntu_focal,0.0,32,4,0,36
imagemagick,fedora_43,ubuntu_jammy,0.0,32,4,0,36
imagemagick,fedora_43,ubuntu_noble,0.0,32,3,0,35
java,alpine_edge,arch,0.0,8,548,0,556
java,alpine_edge,debian_bookworm,0.0,8,1,0,9
java,alpine_edge,ubuntu_focal,0.0,8,1,0,9
java,alpine_edge,ubuntu_jammy,0.0,8,1,0,9
java,alpine_edge,ubuntu_noble,0.0,8,1,0,9
java,arch,debian_bookworm,0.0,548,1,0,549
java,arch,ubuntu_focal,0.0,548,1,0,549
java,arch,ubuntu_jammy,0.0,548,1,0,549
java,arch,ubuntu_noble,0.0,548,1,0,549
jython,arch,debian_bookworm,0.0,3933,20,0,3953
jython,arch,ubuntu_focal,0.0,3933,1384,0,5317
jython,arch,ubuntu_jammy,0.0,3933,19,0,3952
jython,arch,ubuntu_noble,0.0,3933,19,0,3952
language-pack-de,fedora_42,ubuntu_focal,0.0,21,2,0,23
language-pack-de,fedora_42,ubuntu_jammy,0.0,21,2,0,23
language-pack-de,fedora_42,ubuntu_noble,0.0,21,2,0,23
language-pack-de,fedora_43,ubuntu_focal,0.0,21,2,0,23
language-pack-de,fedora_43,ubuntu_jammy,0.0,21,2,0,23
language-pack-de,fedora_43,ubuntu_noble,0.0,21,2,0,23
