entry_key,type,entry,missing_type,platform,version,package_name,expected_package,detected_package,os_platform,os_version,os_package,current_manager,suggested_platform,suggested_version,suggested_package,description,status
ed,A.2,ed,platform,rhel,8,,,,,,,,,,ed,Entry 'ed' missing version '8' for platform 'rhel'; suggested package: 'ed',ok
ed,A.2,ed,platform,rhel,9,,,,,,,,,,ed,Entry 'ed' missing version '9' for platform 'rhel'; suggested package: 'ed',ok
eigen,B.1b,eigen,,arch,,eigen,eigen3,,,,,,,,,Package 'eigen' differs from expected 'eigen3' in arch ,ok
eigen2,A.2,eigen2,platform,alpine,edge,,,,,,,,,,eigen,Entry 'eigen2' missing version 'edge' for platform 'alpine'; suggested package: 'eigen',ok
eigen2,A.2,eigen2,platform,arch,,,,,,,,,,,eigen,Entry 'eigen2' missing version '' for platform 'arch'; suggested package: 'eigen',ok
eigen2,B.1a,eigen2,,ubuntu,jammy,libeigen2-dev,,,,,,,,,,Package 'libeigen2-dev' not found in ubuntu jammy,ok
eigen2,B.1a,eigen2,,ubuntu,noble,libeigen2-dev,,,,,,,,,,Package 'libeigen2-dev' not found in ubuntu noble,ok
emacs,A.2,emacs,platform,alpine,edge,,,,,,,,,,emacs,Entry 'emacs' missing version 'edge' for platform 'alpine'; suggested package: 'emacs',ok
emacs,A.2,emacs,platform,opensuse,15.2,,,,,,,,,,emacs,Entry 'emacs' missing version '15.2' for platform 'opensuse'; suggested package: 'emacs',ok
emacs,A.2,emacs,platform,rhel,8,,,,,,,,,,emacs,Entry 'emacs' missing version '8' for platform 'rhel'; suggested package: 'emacs',ok
emacs,A.2,emacs,platform,rhel,9,,,,,,,,,,emacs,Entry 'emacs' missing version '9' for platform 'rhel'; suggested package: 'emacs',ok
embree,A.2,embree,platform,alpine,edge,,,,,,,,,,embree,Entry 'embree' missing version 'edge' for platform 'alpine'; suggested package: 'embree',ok
embree,A.2,embree,platform,debian,bookworm,,,,,,,,,,libembree-dev,Entry 'embree' missing version 'bookworm' for platform 'debian'; suggested package: 'libembree-dev',ok
embree,A.2,embree,platform,debian,trixie,,,,,,,,,,libembree-dev,Entry 'embree' missing version 'trixie' for platform 'debian'; suggested package: 'libembree-dev',ok
embree,A.2,embree,platform,opensuse,15.2,,,,,,,,,,embree-devel-static,Entry 'embree' missing version '15.2' for platform 'opensuse'; suggested package: 'embree-devel-static',ok
embree,B.1b,embree,,arch,,embree,embree3,,,,,,,,,Package 'embree' differs from expected 'embree3' in arch ,ok
embree,B.1b,embree,,fedora,41,embree,embree3-devel,,,,,,,,,Package 'embree' differs from expected 'embree3-devel' in fedora 41,ok
embree,B.1b,embree,,fedora,42,embree,embree3-devel,,,,,,,,,Package 'embree' differs from expected 'embree3-devel' in fedora 42,ok
enblend,A.2,enblend,platform,opensuse,15.2,,,,,,,,,,enblend-enfuse,Entry 'enblend' missing version '15.2' for platform 'opensuse'; suggested package: 'enblend-enfuse',ok
enblend,B.1a,enblend,,ubuntu,jammy,enblend,,,,,,,,,,Package 'enblend' not found in ubuntu jammy,ok
enet,A.2,enet,platform,alpine,edge,,,,,,,,,,enet-dev,Entry 'enet' missing version 'edge' for platform 'alpine'; suggested package: 'enet-dev',ok
enet,A.2,enet,platform,opensuse,15.2,,,,,,,,,,enet-devel,Entry 'enet' missing version '15.2' for platform 'opensuse'; suggested package: 'enet-devel',ok
epydoc,B.1a,epydoc,,arch,,epydoc,,,,,,,,,,Package 'epydoc' not found in arch ,ok
epydoc,B.1a,epydoc,,debian,bookworm,python-epydoc,,,,,,,,,,Package 'python-epydoc' not found in debian bookworm,ok
epydoc,B.1a,epydoc,,debian,trixie,python-epydoc,,,,,,,,,,Package 'python-epydoc' not found in debian trixie,ok
epydoc,B.1a,epydoc,,ubuntu,jammy,python-epydoc,,,,,,,,,,Package 'python-epydoc' not found in ubuntu jammy,ok
epydoc,B.1a,epydoc,,ubuntu,noble,python-epydoc,,,,,,,,,,Package 'python-epydoc' not found in ubuntu noble,ok
espeak,A.2,espeak,platform,alpine,edge,,,,,,,,,,espeak,Entry 'espeak' missing version 'edge' for platform 'alpine'; suggested package: 'espeak',ok
espeak,A.2,espeak,platform,arch,,,,,,,,,,,espeak-ng,Entry 'espeak' missing version '' for platform 'arch'; suggested package: 'espeak-ng',ok
espeak,A.2,espeak,platform,opensuse,15.2,,,,,,,,,,espeak,Entry 'espeak' missing version '15.2' for platform 'opensuse'; suggested package: 'espeak',ok
espeak,A.2,espeak,platform,rhel,9,,,,,,,,,,espeak-ng,Entry 'espeak' missing version '9' for platform 'rhel'; suggested package: 'espeak-ng',ok
ethtool,,ethtool,,,,,,,,,,,,,,,no_issues
exfat-fuse,A.2,exfat-fuse,platform,alpine,edge,,,,,,,,,,fuse-exfat,Entry 'exfat-fuse' missing version 'edge' for platform 'alpine'; suggested package: 'fuse-exfat',ok
exfat-fuse,A.2,exfat-fuse,platform,arch,,,,,,,,,,,exfat-utils,Entry 'exfat-fuse' missing version '' for platform 'arch'; suggested package: 'exfat-utils',ok
exfat-fuse,A.2,exfat-fuse,platform,opensuse,15.2,,,,,,,,,,fuse-exfat,Entry 'exfat-fuse' missing version '15.2' for platform 'opensuse'; suggested package: 'fuse-exfat',ok
exfat-fuse,A.2,exfat-fuse,platform,nixos,unstable,,,,,,,,,,exfat,Entry 'exfat-fuse' missing version 'unstable' for platform 'nixos'; suggested package: 'exfat',ok
exfat-fuse,A.2,exfat-fuse,platform,rhel,8,,,,,,,,,,fuse-exfat,Entry 'exfat-fuse' missing version '8' for platform 'rhel'; suggested package: 'fuse-exfat',ok
exfat-utils,A.2,exfat-utils,platform,alpine,edge,,,,,,,,,,exfatprogs,Entry 'exfat-utils' missing version 'edge' for platform 'alpine'; suggested package: 'exfatprogs',ok
exfat-utils,A.2,exfat-utils,platform,fedora,41,,,,,,,,,,exfatprogs,Entry 'exfat-utils' missing version '41' for platform 'fedora'; suggested package: 'exfatprogs',ok
exfat-utils,A.2,exfat-utils,platform,fedora,42,,,,,,,,,,exfatprogs,Entry 'exfat-utils' missing version '42' for platform 'fedora'; suggested package: 'exfatprogs',ok
exfat-utils,A.2,exfat-utils,platform,opensuse,15.2,,,,,,,,,,exfatprogs,Entry 'exfat-utils' missing version '15.2' for platform 'opensuse'; suggested package: 'exfatprogs',ok
exfat-utils,A.2,exfat-utils,platform,rhel,8,,,,,,,,,,exfatprogs,Entry 'exfat-utils' missing version '8' for platform 'rhel'; suggested package: 'exfatprogs',ok
exfat-utils,A.2,exfat-utils,platform,rhel,9,,,,,,,,,,exfatprogs,Entry 'exfat-utils' missing version '9' for platform 'rhel'; suggested package: 'exfatprogs',ok
exfat-utils,B.1a,exfat-utils,,debian,bookworm,exfat-utils,,exfatprogs,,,,,,,,Package 'exfat-utils' not found in debian bookworm; detected existing package: 'exfatprogs',ok
exfat-utils,B.1a,exfat-utils,,debian,trixie,exfat-utils,,exfatprogs,,,,,,,,Package 'exfat-utils' not found in debian trixie; detected existing package: 'exfatprogs',ok
exfat-utils,B.1a,exfat-utils,,ubuntu,jammy,exfat-utils,,exfatprogs,,,,,,,,Package 'exfat-utils' not found in ubuntu jammy; detected existing package: 'exfatprogs',ok
exfat-utils,B.1a,exfat-utils,,ubuntu,noble,exfat-utils,,exfatprogs,,,,,,,,Package 'exfat-utils' not found in ubuntu noble; detected existing package: 'exfatprogs',ok
exfat-utils,B.1b,exfat-utils,,arch,,exfat-utils,exfatprogs,,,,,,,,,Package 'exfat-utils' differs from expected 'exfatprogs' in arch ,ok
exfat-utils,B.1b,exfat-utils,,nixos,unstable,exfat,exfatprogs,,,,,,,,,Package 'exfat' differs from expected 'exfatprogs' in nixos unstable,ok
exhale-pip,B.2,exhale-pip,,,,,,,,,,pip,debian,bookworm,python3-exhale,Entry 'exhale-pip' using pip but package 'python3-exhale' available in debian bookworm,ok
exhale-pip,B.2,exhale-pip,,,,,,,,,,pip,ubuntu,jammy,python3-exhale,Entry 'exhale-pip' using pip but package 'python3-exhale' available in ubuntu jammy,ok
exiv2,,exiv2,,,,,,,,,,,,,,,no_issues
f2c,A.2,f2c,platform,opensuse,15.2,,,,,,,,,,f2c,Entry 'f2c' missing version '15.2' for platform 'opensuse'; suggested package: 'f2c',ok
f2c,A.2,f2c,platform,rhel,8,,,,,,,,,,f2c,Entry 'f2c' missing version '8' for platform 'rhel'; suggested package: 'f2c',ok
f2c,A.2,f2c,platform,rhel,9,,,,,,,,,,f2c,Entry 'f2c' missing version '9' for platform 'rhel'; suggested package: 'f2c',ok
f2c,B.1b,f2c,,nixos,unstable,libf2c,texlivePackages.fc,,,,,,,,,Package 'libf2c' differs from expected 'texlivePackages.fc' in nixos unstable,ok
fakeroot,A.2,fakeroot,platform,alpine,edge,,,,,,,,,,fakeroot,Entry 'fakeroot' missing version 'edge' for platform 'alpine'; suggested package: 'fakeroot',ok
fakeroot,A.2,fakeroot,platform,opensuse,15.2,,,,,,,,,,fakeroot,Entry 'fakeroot' missing version '15.2' for platform 'opensuse'; suggested package: 'fakeroot',ok
fcgi,A.2,fcgi,platform,alpine,edge,,,,,,,,,,spawn-fcgi,Entry 'fcgi' missing version 'edge' for platform 'alpine'; suggested package: 'spawn-fcgi',ok
fcgi,A.2,fcgi,platform,opensuse,15.2,,,,,,,,,,spawn-fcgi,Entry 'fcgi' missing version '15.2' for platform 'opensuse'; suggested package: 'spawn-fcgi',ok
fcgi,A.2,fcgi,platform,nixos,unstable,,,,,,,,,,spawn_fcgi,Entry 'fcgi' missing version 'unstable' for platform 'nixos'; suggested package: 'spawn_fcgi',ok
fcgi,A.2,fcgi,platform,rhel,8,,,,,,,,,,fcgi-devel,Entry 'fcgi' missing version '8' for platform 'rhel'; suggested package: 'fcgi-devel',ok
fcgi,A.2,fcgi,platform,rhel,9,,,,,,,,,,fcgi-devel,Entry 'fcgi' missing version '9' for platform 'rhel'; suggested package: 'fcgi-devel',ok
fcgi,B.1a,fcgi,,arch,,mod_fcgid,,spawn-fcgi,,,,,,,,Package 'mod_fcgid' not found in arch ; detected existing package: 'spawn-fcgi',ok
fcgi,B.1a,fcgi,,debian,bookworm,libapache2-mod-fastcgi,,libfcgi-dev,,,,,,,,Package 'libapache2-mod-fastcgi' not found in debian bookworm; detected existing package: 'libfcgi-dev',ok
fcgi,B.1a,fcgi,,debian,trixie,libapache2-mod-fastcgi,,spawn-fcgi,,,,,,,,Package 'libapache2-mod-fastcgi' not found in debian trixie; detected existing package: 'spawn-fcgi',ok
fcgi,B.1a,fcgi,,fedora,41,spawn-fcgi,,fcgi-devel,,,,,,,,Package 'spawn-fcgi' not found in fedora 41; detected existing package: 'fcgi-devel',ok
fcgi,B.1a,fcgi,,fedora,42,spawn-fcgi,,fcgi-devel,,,,,,,,Package 'spawn-fcgi' not found in fedora 42; detected existing package: 'fcgi-devel',ok
fcgi,B.1a,fcgi,,ubuntu,jammy,libapache2-mod-fastcgi,,spawn-fcgi,,,,,,,,Package 'libapache2-mod-fastcgi' not found in ubuntu jammy; detected existing package: 'spawn-fcgi',ok
fcgi,B.1a,fcgi,,ubuntu,noble,libapache2-mod-fastcgi,,spawn-fcgi,,,,,,,,Package 'libapache2-mod-fastcgi' not found in ubuntu noble; detected existing package: 'spawn-fcgi',ok
festival,A.2,festival,platform,opensuse,15.2,,,,,,,,,,festival,Entry 'festival' missing version '15.2' for platform 'opensuse'; suggested package: 'festival',ok
festival,A.2,festival,platform,nixos,unstable,,,,,,,,,,haskellPackages.festival,Entry 'festival' missing version 'unstable' for platform 'nixos'; suggested package: 'haskellPackages.festival',ok
festival,A.2,festival,platform,rhel,8,,,,,,,,,,festival-data,Entry 'festival' missing version '8' for platform 'rhel'; suggested package: 'festival-data',ok
festival,A.2,festival,platform,rhel,9,,,,,,,,,,festival-data,Entry 'festival' missing version '9' for platform 'rhel'; suggested package: 'festival-data',ok
festival,B.1b,festival,,fedora,41,festival,festival-data,,,,,,,,,Package 'festival' differs from expected 'festival-data' in fedora 41,ok
festival,B.1b,festival,,fedora,42,festival,festvox-kal-diphone,,,,,,,,,Package 'festival' differs from expected 'festvox-kal-diphone' in fedora 42,ok
festival-dev,A.2,festival-dev,platform,opensuse,15.2,,,,,,,,,,festival-devel,Entry 'festival-dev' missing version '15.2' for platform 'opensuse'; suggested package: 'festival-devel',ok
festival-dev,A.2,festival-dev,platform,rhel,8,,,,,,,,,,festival-devel,Entry 'festival-dev' missing version '8' for platform 'rhel'; suggested package: 'festival-devel',ok
festival-dev,A.2,festival-dev,platform,rhel,9,,,,,,,,,,festival,Entry 'festival-dev' missing version '9' for platform 'rhel'; suggested package: 'festival',ok
festival-dev,B.1b,festival-dev,,fedora,41,festival-devel,festival-devel,,,,,,,,,Package 'festival-devel' differs from expected 'festival-devel' in fedora 41,ok
festival-dev,B.1b,festival-dev,,fedora,42,festival-devel,festival-devel,,,,,,,,,Package 'festival-devel' differs from expected 'festival-devel' in fedora 42,ok
ffmpeg,A.2,ffmpeg,platform,alpine,edge,,,,,,,,,,ffmpeg-dev,Entry 'ffmpeg' missing version 'edge' for platform 'alpine'; suggested package: 'ffmpeg-dev',ok
ffmpeg,B.1b,ffmpeg,,fedora,41,ffmpeg-free-devel,libavutil-free-devel,,,,,,,,,Package 'ffmpeg-free-devel' differs from expected 'libavutil-free-devel' in fedora 41,ok
ffmpeg,B.1b,ffmpeg,,fedora,42,ffmpeg-free-devel,libavcodec-free-devel,,,,,,,,,Package 'ffmpeg-free-devel' differs from expected 'libavcodec-free-devel' in fedora 42,ok
ffmpeg,B.1b,ffmpeg,,opensuse,15.2,ffmpeg-4-libavcodec-devel,ffmpeg-3-libavcodec-devel,,,,,,,,,Package 'ffmpeg-4-libavcodec-devel' differs from expected 'ffmpeg-3-libavcodec-devel' in opensuse 15.2,ok
ffmpeg,B.1b,ffmpeg,,nixos,unstable,ffmpeg,ffmpeg_6,,,,,,,,,Package 'ffmpeg' differs from expected 'ffmpeg_6' in nixos unstable,ok
ffmpeg,B.1b,ffmpeg,,rhel,8,,ffmpeg-libs,,,,,,,,,Empty package list for rhel 8; expected package: 'ffmpeg-libs',ok
ffmpeg,B.1b,ffmpeg,,rhel,9,ffmpeg-free-devel,libavutil-free-devel,,,,,,,,,Package 'ffmpeg-free-devel' differs from expected 'libavutil-free-devel' in rhel 9,ok
ffmpeg-dev,B.1b,ffmpeg-dev,,alpine,edge,ffmpeg-dev,ffmpeg-dev,,,,,,,,,Package 'ffmpeg-dev' differs from expected 'ffmpeg-dev' in alpine edge,ok
ffmpeg-dev,B.1b,ffmpeg-dev,,fedora,41,ffmpeg-free-devel,libavfilter-free-devel,,,,,,,,,Package 'ffmpeg-free-devel' differs from expected 'libavfilter-free-devel' in fedora 41,ok
ffmpeg-dev,B.1b,ffmpeg-dev,,fedora,42,ffmpeg-free-devel,libavcodec-free-devel,,,,,,,,,Package 'ffmpeg-free-devel' differs from expected 'libavcodec-free-devel' in fedora 42,ok
ffmpeg-dev,B.1b,ffmpeg-dev,,opensuse,15.2,ffmpeg-4-libavcodec-devel,ffmpeg-3-libpostproc-devel,,,,,,,,,Package 'ffmpeg-4-libavcodec-devel' differs from expected 'ffmpeg-3-libpostproc-devel' in opensuse 15.2,ok
ffmpeg-dev,B.1b,ffmpeg-dev,,nixos,unstable,ffmpeg,ffmpeg_6,,,,,,,,,Package 'ffmpeg' differs from expected 'ffmpeg_6' in nixos unstable,ok
ffmpeg-dev,B.1b,ffmpeg-dev,,rhel,8,,ffmpeg-libs,,,,,,,,,Empty package list for rhel 8; expected package: 'ffmpeg-libs',ok
ffmpeg-dev,B.1b,ffmpeg-dev,,rhel,9,ffmpeg-free-devel,libavfilter-free-devel,,,,,,,,,Package 'ffmpeg-free-devel' differs from expected 'libavfilter-free-devel' in rhel 9,ok
ffmpeg2theora,B.1a,ffmpeg2theora,,arch,,ffmpeg2theora,,,,,,,,,,Package 'ffmpeg2theora' not found in arch ,ok
ffmpeg2theora,B.1a,ffmpeg2theora,,debian,bookworm,ffmpeg2theora,,,,,,,,,,Package 'ffmpeg2theora' not found in debian bookworm,ok
ffmpeg2theora,B.1a,ffmpeg2theora,,debian,trixie,ffmpeg2theora,,,,,,,,,,Package 'ffmpeg2theora' not found in debian trixie,ok
ffmpeg2theora,B.1a,ffmpeg2theora,,ubuntu,noble,ffmpeg2theora,,,,,,,,,,Package 'ffmpeg2theora' not found in ubuntu noble,ok
file,A.2,file,platform,alpine,edge,,,,,,,,,,file,Entry 'file' missing version 'edge' for platform 'alpine'; suggested package: 'file',ok
file,A.2,file,platform,opensuse,15.2,,,,,,,,,,file,Entry 'file' missing version '15.2' for platform 'opensuse'; suggested package: 'file',ok
filezilla,A.2,filezilla,platform,alpine,edge,,,,,,,,,,filezilla,Entry 'filezilla' missing version 'edge' for platform 'alpine'; suggested package: 'filezilla',ok
filezilla,A.2,filezilla,platform,opensuse,15.2,,,,,,,,,,filezilla,Entry 'filezilla' missing version '15.2' for platform 'opensuse'; suggested package: 'filezilla',ok
filezilla,A.2,filezilla,platform,rhel,8,,,,,,,,,,filezilla,Entry 'filezilla' missing version '8' for platform 'rhel'; suggested package: 'filezilla',ok
filezilla,A.2,filezilla,platform,rhel,9,,,,,,,,,,filezilla,Entry 'filezilla' missing version '9' for platform 'rhel'; suggested package: 'filezilla',ok
flac,A.2,flac,platform,alpine,edge,,,,,,,,,,flac,Entry 'flac' missing version 'edge' for platform 'alpine'; suggested package: 'flac',ok
flac,A.2,flac,platform,opensuse,15.2,,,,,,,,,,flac,Entry 'flac' missing version '15.2' for platform 'opensuse'; suggested package: 'flac',ok
flac,A.2,flac,platform,rhel,8,,,,,,,,,,flac,Entry 'flac' missing version '8' for platform 'rhel'; suggested package: 'flac',ok
flac,A.2,flac,platform,rhel,9,,,,,,,,,,flac,Entry 'flac' missing version '9' for platform 'rhel'; suggested package: 'flac',ok
flawfinder,A.2,flawfinder,platform,alpine,edge,,,,,,,,,,flawfinder,Entry 'flawfinder' missing version 'edge' for platform 'alpine'; suggested package: 'flawfinder',ok
flawfinder,A.2,flawfinder,platform,opensuse,15.2,,,,,,,,,,flawfinder,Entry 'flawfinder' missing version '15.2' for platform 'opensuse'; suggested package: 'flawfinder',ok
flex,A.2,flex,platform,alpine,edge,,,,,,,,,,flex,Entry 'flex' missing version 'edge' for platform 'alpine'; suggested package: 'flex',ok
flite,A.2,flite,platform,opensuse,15.2,,,,,,,,,,mimic,Entry 'flite' missing version '15.2' for platform 'opensuse'; suggested package: 'mimic',ok
fltk,A.2,fltk,platform,alpine,edge,,,,,,,,,,fltk-dev,Entry 'fltk' missing version 'edge' for platform 'alpine'; suggested package: 'fltk-dev',ok
fltk,A.2,fltk,platform,rhel,8,,,,,,,,,,fltk-devel,Entry 'fltk' missing version '8' for platform 'rhel'; suggested package: 'fltk-devel',ok
fltk,A.2,fltk,platform,rhel,9,,,,,,,,,,fltk-devel,Entry 'fltk' missing version '9' for platform 'rhel'; suggested package: 'fltk-devel',ok
fltk,A.2,fltk,platform,ubuntu,jammy,,,,,,,,,,libfltk1.1-dev,Entry 'fltk' missing version 'jammy' for platform 'ubuntu'; suggested package: 'libfltk1.1-dev',ok
fltk,A.2,fltk,platform,ubuntu,noble,,,,,,,,,,libfltk1.3-dev,Entry 'fltk' missing version 'noble' for platform 'ubuntu'; suggested package: 'libfltk1.3-dev',ok
fltk,B.1a,fltk,,debian,trixie,libfltk1.1-dev,,libfltk1.3-dev,,,,,,,,Package 'libfltk1.1-dev' not found in debian trixie; detected existing package: 'libfltk1.3-dev',ok
fltk,B.1b,fltk,,fedora,41,fltk-devel,fltk-devel,,,,,,,,,Package 'fltk-devel' differs from expected 'fltk-devel' in fedora 41,ok
fltk,B.1b,fltk,,fedora,42,fltk-devel,fltk-devel,,,,,,,,,Package 'fltk-devel' differs from expected 'fltk-devel' in fedora 42,ok
fluid,A.2,fluid,platform,alpine,edge,,,,,,,,,,fltk-fluid,Entry 'fluid' missing version 'edge' for platform 'alpine'; suggested package: 'fltk-fluid',ok
fluid,A.2,fluid,platform,rhel,9,,,,,,,,,,fltk,Entry 'fluid' missing version '9' for platform 'rhel'; suggested package: 'fltk',ok
fluid,B.1a,fluid,,debian,trixie,libfltk1.1-dev,,fluid,,,,,,,,Package 'libfltk1.1-dev' not found in debian trixie; detected existing package: 'fluid',ok
fluid,B.1b,fluid,,debian,bookworm,libfltk1.1-dev,fluid,,,,,,,,,Package 'libfltk1.1-dev' differs from expected 'fluid' in debian bookworm,ok
fluidsynth,,fluidsynth,,,,,,,,,,,,,,,no_issues
fmt,A.2,fmt,platform,alpine,edge,,,,,,,,,,fmt-dev,Entry 'fmt' missing version 'edge' for platform 'alpine'; suggested package: 'fmt-dev',ok
fmt,A.2,fmt,platform,opensuse,15.2,,,,,,,,,,fmt-devel,Entry 'fmt' missing version '15.2' for platform 'opensuse'; suggested package: 'fmt-devel',ok
fonts-noto,A.2,fonts-noto,platform,rhel,9,,,,,,,,,,google-noto-fonts-common,Entry 'fonts-noto' missing version '9' for platform 'rhel'; suggested package: 'google-noto-fonts-common',ok
fonts-noto,B.1b,fonts-noto,,fedora,41,google-noto-sans-mono-fonts,google-noto-fonts-all,,,,,,,,,Package 'google-noto-sans-mono-fonts' differs from expected 'google-noto-fonts-all' in fedora 41,ok
fonts-noto,B.1b,fonts-noto,,fedora,42,google-noto-sans-mono-fonts,google-noto-fonts-all,,,,,,,,,Package 'google-noto-sans-mono-fonts' differs from expected 'google-noto-fonts-all' in fedora 42,ok
fonts-noto,B.1b,fonts-noto,,nixos,unstable,noto-fonts,noto-fonts-lgc-plus,,,,,,,,,Package 'noto-fonts' differs from expected 'noto-fonts-lgc-plus' in nixos unstable,ok
fonts-roboto,A.2,fonts-roboto,platform,alpine,edge,,,,,,,,,,font-roboto,Entry 'fonts-roboto' missing version 'edge' for platform 'alpine'; suggested package: 'font-roboto',ok
fonts-roboto,A.2,fonts-roboto,platform,nixos,unstable,,,,,,,,,,roboto,Entry 'fonts-roboto' missing version 'unstable' for platform 'nixos'; suggested package: 'roboto',ok
fonts-roboto,B.1a,fonts-roboto,,debian,trixie,fonts-roboto-hinted,,fonts-roboto-unhinted,,,,,,,,Package 'fonts-roboto-hinted' not found in debian trixie; detected existing package: 'fonts-roboto-unhinted',ok
fping,A.2,fping,platform,alpine,edge,,,,,,,,,,fping,Entry 'fping' missing version 'edge' for platform 'alpine'; suggested package: 'fping',ok
fping,A.2,fping,platform,opensuse,15.2,,,,,,,,,,fping,Entry 'fping' missing version '15.2' for platform 'opensuse'; suggested package: 'fping',ok
fping,A.2,fping,platform,rhel,8,,,,,,,,,,fping,Entry 'fping' missing version '8' for platform 'rhel'; suggested package: 'fping',ok
fping,A.2,fping,platform,rhel,9,,,,,,,,,,fping,Entry 'fping' missing version '9' for platform 'rhel'; suggested package: 'fping',ok
freeimage,A.2,freeimage,platform,alpine,edge,,,,,,,,,,freeimage-dev,Entry 'freeimage' missing version 'edge' for platform 'alpine'; suggested package: 'freeimage-dev',ok
freeimage,A.2,freeimage,platform,opensuse,15.2,,,,,,,,,,freeimage-devel,Entry 'freeimage' missing version '15.2' for platform 'opensuse'; suggested package: 'freeimage-devel',ok
freeimage,B.1a,freeimage,,arch,,freeimage,,,,,,,,,,Package 'freeimage' not found in arch ,ok
freeimage,B.1a,freeimage,,nixos,unstable,freeimage,,,,,,,,,,Package 'freeimage' not found in nixos unstable,ok
freetype,A.2,freetype,platform,opensuse,15.2,,,,,,,,,,libfreetype6,Entry 'freetype' missing version '15.2' for platform 'opensuse'; suggested package: 'libfreetype6',ok
freetype,A.2,freetype,platform,rhel,8,,,,,,,,,,freetype,Entry 'freetype' missing version '8' for platform 'rhel'; suggested package: 'freetype',ok
freetype,A.2,freetype,platform,rhel,9,,,,,,,,,,freetype,Entry 'freetype' missing version '9' for platform 'rhel'; suggested package: 'freetype',ok
fsharp,B.1a,fsharp,,debian,bookworm,fsharp,,,,,,,,,,Package 'fsharp' not found in debian bookworm,ok
fsharp,B.1a,fsharp,,debian,trixie,fsharp,,,,,,,,,,Package 'fsharp' not found in debian trixie,ok
fswebcam,A.2,fswebcam,platform,debian,bookworm,,,,,,,,,,fswebcam,Entry 'fswebcam' missing version 'bookworm' for platform 'debian'; suggested package: 'fswebcam',ok
fswebcam,A.2,fswebcam,platform,debian,trixie,,,,,,,,,,fswebcam,Entry 'fswebcam' missing version 'trixie' for platform 'debian'; suggested package: 'fswebcam',ok
fswebcam,A.2,fswebcam,platform,opensuse,15.2,,,,,,,,,,fswebcam,Entry 'fswebcam' missing version '15.2' for platform 'opensuse'; suggested package: 'fswebcam',ok
ftdi-eeprom,A.2,ftdi-eeprom,platform,alpine,edge,,,,,,,,,,libftdi1,Entry 'ftdi-eeprom' missing version 'edge' for platform 'alpine'; suggested package: 'libftdi1',ok
ftdi-eeprom,A.2,ftdi-eeprom,platform,opensuse,15.2,,,,,,,,,,libftdi1-devel,Entry 'ftdi-eeprom' missing version '15.2' for platform 'opensuse'; suggested package: 'libftdi1-devel',ok
ftdi-eeprom,B.1b,ftdi-eeprom,,fedora,41,libftdi-devel,libftdi,,,,,,,,,Package 'libftdi-devel' differs from expected 'libftdi' in fedora 41,ok
ftdi-eeprom,B.1b,ftdi-eeprom,,fedora,42,libftdi-devel,libftdi-devel,,,,,,,,,Package 'libftdi-devel' differs from expected 'libftdi-devel' in fedora 42,ok
ftdi-eeprom,B.1b,ftdi-eeprom,,rhel,8,libftdi-devel,libftdi-devel,,,,,,,,,Package 'libftdi-devel' differs from expected 'libftdi-devel' in rhel 8,ok
ftdi-eeprom,B.1b,ftdi-eeprom,,rhel,9,libftdi-devel,libftdi-devel,,,,,,,,,Package 'libftdi-devel' differs from expected 'libftdi-devel' in rhel 9,ok
fxload,A.2,fxload,platform,alpine,edge,,,,,,,,,,fxload,Entry 'fxload' missing version 'edge' for platform 'alpine'; suggested package: 'fxload',ok
fxload,A.2,fxload,platform,opensuse,15.2,,,,,,,,,,fxload,Entry 'fxload' missing version '15.2' for platform 'opensuse'; suggested package: 'fxload',ok
fxload,A.2,fxload,platform,rhel,8,,,,,,,,,,fxload,Entry 'fxload' missing version '8' for platform 'rhel'; suggested package: 'fxload',ok
fxload,A.2,fxload,platform,rhel,9,,,,,,,,,,fxload,Entry 'fxload' missing version '9' for platform 'rhel'; suggested package: 'fxload',ok
g++-10,A.2,g++-10,platform,arch,,,,,,,,,,,gcc,Entry 'g++-10' missing version '' for platform 'arch'; suggested package: 'gcc',ok
g++-10,A.2,g++-10,platform,debian,bookworm,,,,,,,,,,g++-12,Entry 'g++-10' missing version 'bookworm' for platform 'debian'; suggested package: 'g++-12',ok
g++-10,A.2,g++-10,platform,debian,trixie,,,,,,,,,,g++-12,Entry 'g++-10' missing version 'trixie' for platform 'debian'; suggested package: 'g++-12',ok
g++-10,A.2,g++-10,platform,fedora,41,,,,,,,,,,gcc-c++,Entry 'g++-10' missing version '41' for platform 'fedora'; suggested package: 'gcc-c++',ok
g++-10,A.2,g++-10,platform,fedora,42,,,,,,,,,,gcc-c++,Entry 'g++-10' missing version '42' for platform 'fedora'; suggested package: 'gcc-c++',ok
g++-10,A.2,g++-10,platform,opensuse,15.2,,,,,,,,,,gcc10-c++,Entry 'g++-10' missing version '15.2' for platform 'opensuse'; suggested package: 'gcc10-c++',ok
g++-10,A.2,g++-10,platform,rhel,8,,,,,,,,,,gcc-c++,Entry 'g++-10' missing version '8' for platform 'rhel'; suggested package: 'gcc-c++',ok
g++-10,A.2,g++-10,platform,rhel,9,,,,,,,,,,gcc-c++,Entry 'g++-10' missing version '9' for platform 'rhel'; suggested package: 'gcc-c++',ok
