entry_key,type,entry,missing_type,platform,version,package_name,expected_package,detected_package,os_platform,os_version,os_package,current_manager,suggested_platform,suggested_version,suggested_package,description,status
python3-pyside2.qtwidgets,A.2,python3-pyside2.qtwidgets,platform,nixos,unstable,,,,,,,,,,python313Packages.pyside2,Entry 'python3-pyside2.qtwidgets' missing version 'unstable' for platform 'nixos'; suggested package: 'python313Packages.pyside2',ok
python3-pyside2.qtwidgets,B.1a,python3-pyside2.qtwidgets,,fedora,41,python3-pyside2,,python3-pyside6,,,,,,,,Package 'python3-pyside2' not found in fedora 41; detected existing package: 'python3-pyside6',ok
python3-pyside2.qtwidgets,B.1a,python3-pyside2.qtwidgets,,fedora,42,python3-pyside2,,python3-pyside6,,,,,,,,Package 'python3-pyside2' not found in fedora 42; detected existing package: 'python3-pyside6',ok
python3-pyside2.qtwidgets,B.1b,python3-pyside2.qtwidgets,,rhel,8,,python3-qt5-base,,,,,,,,,Empty package list for rhel 8; expected package: 'python3-qt5-base',ok
python3-pyside6,A.2,python3-pyside6,platform,alpine,edge,,,,,,,,,,py3-pyside6,Entry 'python3-pyside6' missing version 'edge' for platform 'alpine'; suggested package: 'py3-pyside6',ok
python3-pyside6,A.2,python3-pyside6,platform,arch,,,,,,,,,,,pyside6,Entry 'python3-pyside6' missing version '' for platform 'arch'; suggested package: 'pyside6',ok
python3-pyside6,A.2,python3-pyside6,platform,opensuse,15.2,,,,,,,,,,python3-pyside,Entry 'python3-pyside6' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pyside',ok
python3-pyside6,A.2,python3-pyside6,platform,nixos,unstable,,,,,,,,,,python314Packages.pyside6,Entry 'python3-pyside6' missing version 'unstable' for platform 'nixos'; suggested package: 'python314Packages.pyside6',ok
python3-pyside6.qtasyncio,A.2,python3-pyside6.qtasyncio,platform,arch,,,,,,,,,,,pyside6,Entry 'python3-pyside6.qtasyncio' missing version '' for platform 'arch'; suggested package: 'pyside6',ok
python3-pyside6.qtasyncio,A.2,python3-pyside6.qtasyncio,platform,fedora,41,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtasyncio' missing version '41' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtasyncio,A.2,python3-pyside6.qtasyncio,platform,fedora,42,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtasyncio' missing version '42' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtcharts,A.2,python3-pyside6.qtcharts,platform,arch,,,,,,,,,,,pyside6,Entry 'python3-pyside6.qtcharts' missing version '' for platform 'arch'; suggested package: 'pyside6',ok
python3-pyside6.qtcharts,A.2,python3-pyside6.qtcharts,platform,fedora,41,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtcharts' missing version '41' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtcharts,A.2,python3-pyside6.qtcharts,platform,fedora,42,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtcharts' missing version '42' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtcharts,A.2,python3-pyside6.qtcharts,platform,opensuse,15.2,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtcharts' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtcharts,A.2,python3-pyside6.qtcharts,platform,rhel,9,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtcharts' missing version '9' for platform 'rhel'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtcharts,B.1b,python3-pyside6.qtcharts,,debian,bookworm,,python3-pyside2.qtcharts,,,,,,,,,Empty package list for debian bookworm; expected package: 'python3-pyside2.qtcharts',ok
python3-pyside6.qtcharts,B.1b,python3-pyside6.qtcharts,,ubuntu,jammy,,python3-pyside2.qtcharts,,,,,,,,,Empty package list for ubuntu jammy; expected package: 'python3-pyside2.qtcharts',ok
python3-pyside6.qtcharts,B.1b,python3-pyside6.qtcharts,,ubuntu,noble,,python3-pyside2.qtcharts,,,,,,,,,Empty package list for ubuntu noble; expected package: 'python3-pyside2.qtcharts',ok
python3-pyside6.qtconcurrent,A.2,python3-pyside6.qtconcurrent,platform,arch,,,,,,,,,,,pyside6,Entry 'python3-pyside6.qtconcurrent' missing version '' for platform 'arch'; suggested package: 'pyside6',ok
python3-pyside6.qtconcurrent,A.2,python3-pyside6.qtconcurrent,platform,fedora,41,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtconcurrent' missing version '41' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtconcurrent,A.2,python3-pyside6.qtconcurrent,platform,fedora,42,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtconcurrent' missing version '42' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtconcurrent,A.2,python3-pyside6.qtconcurrent,platform,opensuse,15.2,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtconcurrent' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtconcurrent,A.2,python3-pyside6.qtconcurrent,platform,rhel,9,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtconcurrent' missing version '9' for platform 'rhel'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtconcurrent,B.1b,python3-pyside6.qtconcurrent,,debian,bookworm,,python3-pyside2.qtconcurrent,,,,,,,,,Empty package list for debian bookworm; expected package: 'python3-pyside2.qtconcurrent',ok
python3-pyside6.qtconcurrent,B.1b,python3-pyside6.qtconcurrent,,ubuntu,jammy,,python3-pyside2.qtconcurrent,,,,,,,,,Empty package list for ubuntu jammy; expected package: 'python3-pyside2.qtconcurrent',ok
python3-pyside6.qtconcurrent,B.1b,python3-pyside6.qtconcurrent,,ubuntu,noble,,python3-pyside2.qtconcurrent,,,,,,,,,Empty package list for ubuntu noble; expected package: 'python3-pyside2.qtconcurrent',ok
python3-pyside6.qtcore,A.2,python3-pyside6.qtcore,platform,alpine,edge,,,,,,,,,,py3-qt5,Entry 'python3-pyside6.qtcore' missing version 'edge' for platform 'alpine'; suggested package: 'py3-qt5',ok
python3-pyside6.qtcore,A.2,python3-pyside6.qtcore,platform,arch,,,,,,,,,,,pyside6,Entry 'python3-pyside6.qtcore' missing version '' for platform 'arch'; suggested package: 'pyside6',ok
python3-pyside6.qtcore,A.2,python3-pyside6.qtcore,platform,fedora,41,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtcore' missing version '41' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtcore,A.2,python3-pyside6.qtcore,platform,fedora,42,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtcore' missing version '42' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtcore,A.2,python3-pyside6.qtcore,platform,opensuse,15.2,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtcore' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtcore,A.2,python3-pyside6.qtcore,platform,rhel,8,,,,,,,,,,python3-qt5-base,Entry 'python3-pyside6.qtcore' missing version '8' for platform 'rhel'; suggested package: 'python3-qt5-base',ok
python3-pyside6.qtcore,A.2,python3-pyside6.qtcore,platform,rhel,9,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtcore' missing version '9' for platform 'rhel'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtcore,B.1b,python3-pyside6.qtcore,,debian,bookworm,,python3-pyside2.qtcore,,,,,,,,,Empty package list for debian bookworm; expected package: 'python3-pyside2.qtcore',ok
python3-pyside6.qtcore,B.1b,python3-pyside6.qtcore,,ubuntu,jammy,,python3-pyside2.qtcore,,,,,,,,,Empty package list for ubuntu jammy; expected package: 'python3-pyside2.qtcore',ok
python3-pyside6.qtcore,B.1b,python3-pyside6.qtcore,,ubuntu,noble,,python3-pyside2.qtcore,,,,,,,,,Empty package list for ubuntu noble; expected package: 'python3-pyside2.qtcore',ok
python3-pyside6.qtdatavisualization,A.2,python3-pyside6.qtdatavisualization,platform,arch,,,,,,,,,,,pyside6,Entry 'python3-pyside6.qtdatavisualization' missing version '' for platform 'arch'; suggested package: 'pyside6',ok
python3-pyside6.qtdatavisualization,A.2,python3-pyside6.qtdatavisualization,platform,fedora,41,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtdatavisualization' missing version '41' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtdatavisualization,A.2,python3-pyside6.qtdatavisualization,platform,fedora,42,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtdatavisualization' missing version '42' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtdatavisualization,A.2,python3-pyside6.qtdatavisualization,platform,opensuse,15.2,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtdatavisualization' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtdatavisualization,A.2,python3-pyside6.qtdatavisualization,platform,rhel,9,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtdatavisualization' missing version '9' for platform 'rhel'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtdatavisualization,B.1b,python3-pyside6.qtdatavisualization,,debian,bookworm,,python3-pyside2.qtdatavisualization,,,,,,,,,Empty package list for debian bookworm; expected package: 'python3-pyside2.qtdatavisualization',ok
python3-pyside6.qtdatavisualization,B.1b,python3-pyside6.qtdatavisualization,,ubuntu,jammy,,python3-pyside2.qtdatavisualization,,,,,,,,,Empty package list for ubuntu jammy; expected package: 'python3-pyside2.qtdatavisualization',ok
python3-pyside6.qtdatavisualization,B.1b,python3-pyside6.qtdatavisualization,,ubuntu,noble,,python3-pyside2.qtdatavisualization,,,,,,,,,Empty package list for ubuntu noble; expected package: 'python3-pyside2.qtdatavisualization',ok
python3-pyside6.qtgui,A.2,python3-pyside6.qtgui,platform,alpine,edge,,,,,,,,,,py3-qt5,Entry 'python3-pyside6.qtgui' missing version 'edge' for platform 'alpine'; suggested package: 'py3-qt5',ok
python3-pyside6.qtgui,A.2,python3-pyside6.qtgui,platform,arch,,,,,,,,,,,pyside6,Entry 'python3-pyside6.qtgui' missing version '' for platform 'arch'; suggested package: 'pyside6',ok
python3-pyside6.qtgui,A.2,python3-pyside6.qtgui,platform,fedora,41,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtgui' missing version '41' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtgui,A.2,python3-pyside6.qtgui,platform,fedora,42,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtgui' missing version '42' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtgui,A.2,python3-pyside6.qtgui,platform,opensuse,15.2,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtgui' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtgui,A.2,python3-pyside6.qtgui,platform,rhel,8,,,,,,,,,,python3-qt5-base,Entry 'python3-pyside6.qtgui' missing version '8' for platform 'rhel'; suggested package: 'python3-qt5-base',ok
python3-pyside6.qtgui,A.2,python3-pyside6.qtgui,platform,rhel,9,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtgui' missing version '9' for platform 'rhel'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtgui,B.1b,python3-pyside6.qtgui,,debian,bookworm,,python3-pyside2.qtgui,,,,,,,,,Empty package list for debian bookworm; expected package: 'python3-pyside2.qtgui',ok
python3-pyside6.qtgui,B.1b,python3-pyside6.qtgui,,ubuntu,jammy,,python3-pyside2.qtgui,,,,,,,,,Empty package list for ubuntu jammy; expected package: 'python3-pyside2.qtgui',ok
python3-pyside6.qtgui,B.1b,python3-pyside6.qtgui,,ubuntu,noble,,python3-pyside2.qtgui,,,,,,,,,Empty package list for ubuntu noble; expected package: 'python3-pyside2.qtgui',ok
python3-pyside6.qtqml,A.2,python3-pyside6.qtqml,platform,alpine,edge,,,,,,,,,,py3-qt5,Entry 'python3-pyside6.qtqml' missing version 'edge' for platform 'alpine'; suggested package: 'py3-qt5',ok
python3-pyside6.qtqml,A.2,python3-pyside6.qtqml,platform,arch,,,,,,,,,,,pyside6,Entry 'python3-pyside6.qtqml' missing version '' for platform 'arch'; suggested package: 'pyside6',ok
python3-pyside6.qtqml,A.2,python3-pyside6.qtqml,platform,fedora,41,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtqml' missing version '41' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtqml,A.2,python3-pyside6.qtqml,platform,fedora,42,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtqml' missing version '42' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtqml,A.2,python3-pyside6.qtqml,platform,opensuse,15.2,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtqml' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtqml,A.2,python3-pyside6.qtqml,platform,rhel,8,,,,,,,,,,python3-qt5,Entry 'python3-pyside6.qtqml' missing version '8' for platform 'rhel'; suggested package: 'python3-qt5',ok
python3-pyside6.qtqml,A.2,python3-pyside6.qtqml,platform,rhel,9,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtqml' missing version '9' for platform 'rhel'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtqml,B.1b,python3-pyside6.qtqml,,debian,bookworm,,python3-pyside2.qtqml,,,,,,,,,Empty package list for debian bookworm; expected package: 'python3-pyside2.qtqml',ok
python3-pyside6.qtqml,B.1b,python3-pyside6.qtqml,,ubuntu,jammy,,python3-pyside2.qtqml,,,,,,,,,Empty package list for ubuntu jammy; expected package: 'python3-pyside2.qtqml',ok
python3-pyside6.qtqml,B.1b,python3-pyside6.qtqml,,ubuntu,noble,,python3-pyside2.qtqml,,,,,,,,,Empty package list for ubuntu noble; expected package: 'python3-pyside2.qtqml',ok
python3-pyside6.qttest,A.2,python3-pyside6.qttest,platform,alpine,edge,,,,,,,,,,py3-qt5,Entry 'python3-pyside6.qttest' missing version 'edge' for platform 'alpine'; suggested package: 'py3-qt5',ok
python3-pyside6.qttest,A.2,python3-pyside6.qttest,platform,arch,,,,,,,,,,,pyside6,Entry 'python3-pyside6.qttest' missing version '' for platform 'arch'; suggested package: 'pyside6',ok
python3-pyside6.qttest,A.2,python3-pyside6.qttest,platform,fedora,41,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qttest' missing version '41' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qttest,A.2,python3-pyside6.qttest,platform,fedora,42,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qttest' missing version '42' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qttest,A.2,python3-pyside6.qttest,platform,opensuse,15.2,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qttest' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pyside2',ok
python3-pyside6.qttest,A.2,python3-pyside6.qttest,platform,rhel,8,,,,,,,,,,python3-qt5-base,Entry 'python3-pyside6.qttest' missing version '8' for platform 'rhel'; suggested package: 'python3-qt5-base',ok
python3-pyside6.qttest,A.2,python3-pyside6.qttest,platform,rhel,9,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qttest' missing version '9' for platform 'rhel'; suggested package: 'python3-pyside2',ok
python3-pyside6.qttest,B.1b,python3-pyside6.qttest,,debian,bookworm,,python3-pyside2.qttest,,,,,,,,,Empty package list for debian bookworm; expected package: 'python3-pyside2.qttest',ok
python3-pyside6.qttest,B.1b,python3-pyside6.qttest,,ubuntu,jammy,,python3-pyside2.qttest,,,,,,,,,Empty package list for ubuntu jammy; expected package: 'python3-pyside2.qttest',ok
python3-pyside6.qttest,B.1b,python3-pyside6.qttest,,ubuntu,noble,,python3-pyside2.qttest,,,,,,,,,Empty package list for ubuntu noble; expected package: 'python3-pyside2.qttest',ok
python3-pyside6.qtwidgets,A.2,python3-pyside6.qtwidgets,platform,alpine,edge,,,,,,,,,,py3-qt5,Entry 'python3-pyside6.qtwidgets' missing version 'edge' for platform 'alpine'; suggested package: 'py3-qt5',ok
python3-pyside6.qtwidgets,A.2,python3-pyside6.qtwidgets,platform,arch,,,,,,,,,,,pyside6,Entry 'python3-pyside6.qtwidgets' missing version '' for platform 'arch'; suggested package: 'pyside6',ok
python3-pyside6.qtwidgets,A.2,python3-pyside6.qtwidgets,platform,fedora,41,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtwidgets' missing version '41' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtwidgets,A.2,python3-pyside6.qtwidgets,platform,fedora,42,,,,,,,,,,python3-pyside6,Entry 'python3-pyside6.qtwidgets' missing version '42' for platform 'fedora'; suggested package: 'python3-pyside6',ok
python3-pyside6.qtwidgets,A.2,python3-pyside6.qtwidgets,platform,opensuse,15.2,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtwidgets' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtwidgets,A.2,python3-pyside6.qtwidgets,platform,rhel,8,,,,,,,,,,python3-qt5-base,Entry 'python3-pyside6.qtwidgets' missing version '8' for platform 'rhel'; suggested package: 'python3-qt5-base',ok
python3-pyside6.qtwidgets,A.2,python3-pyside6.qtwidgets,platform,rhel,9,,,,,,,,,,python3-pyside2,Entry 'python3-pyside6.qtwidgets' missing version '9' for platform 'rhel'; suggested package: 'python3-pyside2',ok
python3-pyside6.qtwidgets,B.1b,python3-pyside6.qtwidgets,,debian,bookworm,,python3-pyside2.qtwidgets,,,,,,,,,Empty package list for debian bookworm; expected package: 'python3-pyside2.qtwidgets',ok
python3-pyside6.qtwidgets,B.1b,python3-pyside6.qtwidgets,,ubuntu,jammy,,python3-pyside2.qtwidgets,,,,,,,,,Empty package list for ubuntu jammy; expected package: 'python3-pyside2.qtwidgets',ok
python3-pyside6.qtwidgets,B.1b,python3-pyside6.qtwidgets,,ubuntu,noble,,python3-pyside2.qtwidgets,,,,,,,,,Empty package list for ubuntu noble; expected package: 'python3-pyside2.qtwidgets',ok
python3-pysnmp,A.2,python3-pysnmp,platform,arch,,,,,,,,,,,python-pysnmp,Entry 'python3-pysnmp' missing version '' for platform 'arch'; suggested package: 'python-pysnmp',ok
python3-pysnmp-mibs,,python3-pysnmp-mibs,,,,,,,,,,,,,,,no_issues
python3-pystemd,A.2,python3-pystemd,platform,debian,bookworm,,,,,,,,,,python3-pystemd,Entry 'python3-pystemd' missing version 'bookworm' for platform 'debian'; suggested package: 'python3-pystemd',ok
python3-pystemd,A.2,python3-pystemd,platform,debian,trixie,,,,,,,,,,python3-pystemd,Entry 'python3-pystemd' missing version 'trixie' for platform 'debian'; suggested package: 'python3-pystemd',ok
python3-pyswarms-pip,B.2,python3-pyswarms-pip,,,,,,,,,,pip,debian,bookworm,python3-pyswarms,Entry 'python3-pyswarms-pip' using pip but package 'python3-pyswarms' available in debian bookworm,ok
python3-pyswarms-pip,B.2,python3-pyswarms-pip,,,,,,,,,,pip,ubuntu,jammy,python3-pyswarms,Entry 'python3-pyswarms-pip' using pip but package 'python3-pyswarms' available in ubuntu jammy,ok
python3-pytest,,python3-pytest,,,,,,,,,,,,,,,no_issues
python3-pytest-asyncio,,python3-pytest-asyncio,,,,,,,,,,,,,,,no_issues
python3-pytest-benchmark,A.2,python3-pytest-benchmark,platform,alpine,edge,,,,,,,,,,py3-pytest-benchmark,Entry 'python3-pytest-benchmark' missing version 'edge' for platform 'alpine'; suggested package: 'py3-pytest-benchmark',ok
python3-pytest-benchmark,A.2,python3-pytest-benchmark,platform,arch,,,,,,,,,,,python-pytest-benchmark,Entry 'python3-pytest-benchmark' missing version '' for platform 'arch'; suggested package: 'python-pytest-benchmark',ok
python3-pytest-benchmark,A.2,python3-pytest-benchmark,platform,nixos,unstable,,,,,,,,,,python313Packages.pytest-benchmark,Entry 'python3-pytest-benchmark' missing version 'unstable' for platform 'nixos'; suggested package: 'python313Packages.pytest-benchmark',ok
python3-pytest-cov,A.2,python3-pytest-cov,platform,opensuse,15.2,,,,,,,,,,python3-pytest-cov,Entry 'python3-pytest-cov' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pytest-cov',ok
python3-pytest-cov,B.1a,python3-pytest-cov,,nixos,unstable,python3Packages.pytestcov,,python314Packages.pytest-cov,,,,,,,,Package 'python3Packages.pytestcov' not found in nixos unstable; detected existing package: 'python314Packages.pytest-cov',ok
python3-pytest-mock,,python3-pytest-mock,,,,,,,,,,,,,,,no_issues
python3-pytest-order,A.2,python3-pytest-order,platform,alpine,edge,,,,,,,,,,py3-pytest-order,Entry 'python3-pytest-order' missing version 'edge' for platform 'alpine'; suggested package: 'py3-pytest-order',ok
python3-pytest-pylint,A.2,python3-pytest-pylint,platform,nixos,unstable,,,,,,,,,,python313Packages.pytest-pylint,Entry 'python3-pytest-pylint' missing version 'unstable' for platform 'nixos'; suggested package: 'python313Packages.pytest-pylint',ok
python3-pytest-ruff-pip,A.2,python3-pytest-ruff-pip,platform,arch,,,,,,,,,,,python-pytest-ruff,Entry 'python3-pytest-ruff-pip' missing version '' for platform 'arch'; suggested package: 'python-pytest-ruff',ok
python3-pytest-ruff-pip,A.2,python3-pytest-ruff-pip,platform,nixos,unstable,,,,,,,,,,python313Packages.pytest-ruff,Entry 'python3-pytest-ruff-pip' missing version 'unstable' for platform 'nixos'; suggested package: 'python313Packages.pytest-ruff',ok
python3-pytest-timeout,A.2,python3-pytest-timeout,platform,alpine,edge,,,,,,,,,,py3-pytest-timeout,Entry 'python3-pytest-timeout' missing version 'edge' for platform 'alpine'; suggested package: 'py3-pytest-timeout',ok
python3-pytest-xdist,A.2,python3-pytest-xdist,platform,alpine,edge,,,,,,,,,,py3-pytest-xdist,Entry 'python3-pytest-xdist' missing version 'edge' for platform 'alpine'; suggested package: 'py3-pytest-xdist',ok
python3-pytest-xvfb,B.1a,python3-pytest-xvfb,,arch,,python-pytest-xvfb,,,,,,,,,,Package 'python-pytest-xvfb' not found in arch ,ok
python3-pytest-xvfb,B.2,python3-pytest-xvfb,,,,,,,,,,pip,rhel,9,python3-pytest-xvfb,Entry 'python3-pytest-xvfb' using pip but package 'python3-pytest-xvfb' available in rhel 9,ok
python3-python-snap7-pip,B.2,python3-python-snap7-pip,,,,,,,,,,pip,debian,bookworm,snap,Entry 'python3-python-snap7-pip' using pip but package 'snap' available in debian bookworm,ok
python3-python-snap7-pip,B.2,python3-python-snap7-pip,,,,,,,,,,pip,nixos,unstable,python313Packages.python-snap7,Entry 'python3-python-snap7-pip' using pip but package 'python313Packages.python-snap7' available in nixos unstable,ok
python3-python-snap7-pip,B.2,python3-python-snap7-pip,,,,,,,,,,pip,ubuntu,jammy,snap,Entry 'python3-python-snap7-pip' using pip but package 'snap' available in ubuntu jammy,ok
python3-pytorch-pip,A.2,python3-pytorch-pip,platform,arch,,,,,,,,,,,python-pytorch,Entry 'python3-pytorch-pip' missing version '' for platform 'arch'; suggested package: 'python-pytorch',ok
python3-pytorch-pip,A.2,python3-pytorch-pip,platform,opensuse,15.2,,,,,,,,,,python3-torch,Entry 'python3-pytorch-pip' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-torch',ok
python3-pytorch-pip,A.2,python3-pytorch-pip,platform,nixos,unstable,,,,,,,,,,python314Packages.torchvision,Entry 'python3-pytorch-pip' missing version 'unstable' for platform 'nixos'; suggested package: 'python314Packages.torchvision',ok
python3-pytorch-pip,A.2,python3-pytorch-pip,platform,rhel,8,,,,,,,,,,python3-pygame,Entry 'python3-pytorch-pip' missing version '8' for platform 'rhel'; suggested package: 'python3-pygame',ok
python3-pytorch-pip,A.2,python3-pytorch-pip,platform,rhel,9,,,,,,,,,,python3-pygame,Entry 'python3-pytorch-pip' missing version '9' for platform 'rhel'; suggested package: 'python3-pygame',ok
python3-pytorch-pip,B.2,python3-pytorch-pip,,,,,,,,,,pip,debian,bookworm,python3-torch,Entry 'python3-pytorch-pip' using pip but package 'python3-torch' available in debian bookworm,ok
python3-pytorch-pip,B.2,python3-pytorch-pip,,,,,,,,,,pip,debian,bookworm,python3-torch,Entry 'python3-pytorch-pip' using pip but package 'python3-torch' available in debian bookworm,ok
python3-pytorch-pip,B.2,python3-pytorch-pip,,,,,,,,,,pip,fedora,41,python3-torchvision,Entry 'python3-pytorch-pip' using pip but package 'python3-torchvision' available in fedora 41,ok
python3-pytorch-pip,B.2,python3-pytorch-pip,,,,,,,,,,pip,fedora,41,python3-torchvision,Entry 'python3-pytorch-pip' using pip but package 'python3-torchvision' available in fedora 41,ok
python3-pytorch-pip,B.2,python3-pytorch-pip,,,,,,,,,,pip,ubuntu,jammy,python3-torch,Entry 'python3-pytorch-pip' using pip but package 'python3-torch' available in ubuntu jammy,ok
python3-pytorch-pip,B.2,python3-pytorch-pip,,,,,,,,,,pip,ubuntu,jammy,python3-torch,Entry 'python3-pytorch-pip' using pip but package 'python3-torch' available in ubuntu jammy,ok
python3-pytransform3d-pip,,python3-pytransform3d-pip,,,,,,,,,,,,,,,no_issues
python3-pytrinamic-pip,,python3-pytrinamic-pip,,,,,,,,,,,,,,,no_issues
python3-pyubx2-pip,,python3-pyubx2-pip,,,,,,,,,,,,,,,no_issues
python3-pyudev,A.2,python3-pyudev,platform,arch,,,,,,,,,,,python-pyudev,Entry 'python3-pyudev' missing version '' for platform 'arch'; suggested package: 'python-pyudev',ok
python3-pyudev,A.2,python3-pyudev,platform,opensuse,15.2,,,,,,,,,,python3-pyudev,Entry 'python3-pyudev' missing version '15.2' for platform 'opensuse'; suggested package: 'python3-pyudev',ok
python3-pyudev,A.2,python3-pyudev,platform,rhel,8,,,,,,,,,,python3-pyudev,Entry 'python3-pyudev' missing version '8' for platform 'rhel'; suggested package: 'python3-pyudev',ok
python3-pyudev,A.2,python3-pyudev,platform,rhel,9,,,,,,,,,,python3-pyudev,Entry 'python3-pyudev' missing version '9' for platform 'rhel'; suggested package: 'python3-pyudev',ok
python3-pyvista-pip,A.2,python3-pyvista-pip,platform,nixos,unstable,,,,,,,,,,python314Packages.pyvista,Entry 'python3-pyvista-pip' missing version 'unstable' for platform 'nixos'; suggested package: 'python314Packages.pyvista',ok
python3-pyvista-pip,B.2,python3-pyvista-pip,,,,,,,,,,pip,debian,trixie,python3-pyvista,Entry 'python3-pyvista-pip' using pip but package 'python3-pyvista' available in debian trixie,ok
python3-pyxb-x-pip,B.2,python3-pyxb-x-pip,,,,,,,,,,pip,opensuse,15.2,python-pyxb,Entry 'python3-pyxb-x-pip' using pip but package 'python-pyxb' available in opensuse 15.2,ok
python3-pyxdg-pip,A.2,python3-pyxdg-pip,platform,alpine,edge,,,,,,,,,,py3-xdg,Entry 'python3-pyxdg-pip' missing version 'edge' for platform 'alpine'; suggested package: 'py3-xdg',ok
python3-pyxdg-pip,A.2,python3-pyxdg-pip,platform,arch,,,,,,,,,,,python-pyxdg,Entry 'python3-pyxdg-pip' missing version '' for platform 'arch'; suggested package: 'python-pyxdg',ok
python3-pyxdg-pip,A.2,python3-pyxdg-pip,platform,fedora,41,,,,,,,,,,python3-pyxdg,Entry 'python3-pyxdg-pip' missing version '41' for platform 'fedora'; suggested package: 'python3-pyxdg',ok
python3-pyxdg-pip,A.2,python3-pyxdg-pip,platform,fedora,42,,,,,,,,,,python3-pyxdg,Entry 'python3-pyxdg-pip' missing version '42' for platform 'fedora'; suggested package: 'python3-pyxdg',ok
